source,recipe,static_score,model_family,model_variant,weights,out_dir,initial_val,final_val,best_val,delta,train_loss,promoted_or_closed
native_io_clean,hat_l_native_io_official_full120clean_limit1680_p96_lr15e7_e1,,hat,l,checkpoints_hat_l_nativeio_official_cont_limit1024_lr2e7_full120clean_avg/best_x2.pth,checkpoints_hat_l_nativeio_official_cont_limit1680_lr15e7_full120clean_avg,41.62968725725148,41.63415560599192,41.63415560599192,0.004468348740438444,0.012216711578921171,archived
native_io_clean,hat_l_native_io_official_full120clean_limit1680_p96_lr8e8_e1,,hat,l,checkpoints_hat_l_nativeio_official_cont_limit1680_lr15e7_full120clean_avg/best_x2.pth,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg,41.634160147840625,41.635262772570364,41.635262772570364,0.001102624729739432,0.012209627328653975,archived
native_io_trainall,hat_l_native_io_official_trainall1800_p96_lr8e8_e1,,hat,l,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth,checkpoints_hat_l_nativeio_official_trainall1800_lr8e8_p96_avg,41.635262772570364,41.63591302125074,41.63591302125074,0.000650248680372556,0.011900374874563163,archived
public_weight_eval,dat_x2_hf_stage_a_smoke4_lpips,,dat,dat,external_models/DAT_weights/DAT_x2.safetensors,experiments/router_metrics_20260510/dat_x2_hf_smoke4.csv,44.52328,44.52328,44.52328,0.0,,closed
public_weight_eval,onnx_hat_srx2_stage_a_smoke4_lpips,,onnx,hat_s,external_models/ONNX_weights/HAT-SRx2/hat_srx2.onnx,experiments/router_metrics_20260510/onnx_hat_srx2_smoke4.csv,44.76882,44.76882,44.76882,0.0,,closed
public_weight_eval,openmodeldb_2x_parimgcompact_stage_a_smoke4_lpips,,compact,compact,external_models/OpenModelDB_weights/2x-ParimgCompact.pth,experiments/router_metrics_20260510/openmodeldb_2x_parimgcompact_smoke4.csv,36.12010,36.12010,36.12010,0.0,,closed
public_weight_eval,openmodeldb_2x_liveactionv1_span_stage_a_smoke4_lpips,,span,span,external_models/OpenModelDB_weights/2xLiveActionV1_SPAN_490000.pth,experiments/router_metrics_20260510/openmodeldb_2x_liveactionv1_span_smoke4.csv,40.13261,40.13261,40.13261,0.0,,closed
public_weight_eval,openmodeldb_2x_starsample_v2_hq_stage_a_smoke4_lpips,,hat,hat,external_models/OpenModelDB_weights/2x_StarSample_V2.0_HQ.safetensors,experiments/router_metrics_20260510/openmodeldb_2x_starsample_v2_hq_smoke4.csv,40.36013,40.36013,40.36013,0.0,,closed
public_weight_eval,openmodeldb_2x_compact_pretrain_stage_a_smoke4_lpips,,compact,compact,external_models/OpenModelDB_weights/CompactPretrain/2x-Compact-Pretrain.pth,experiments/router_metrics_20260510/openmodeldb_2x_compact_pretrain_smoke4.csv,40.85981,40.85981,40.85981,0.0,,closed
public_weight_eval,openmodeldb_2x_ultracompact_pretrain_stage_a_smoke4_lpips,,compact,compact,external_models/OpenModelDB_weights/CompactPretrain/2x-UltraCompact-Pretrain.pth,experiments/router_metrics_20260510/openmodeldb_2x_ultracompact_pretrain_smoke4.csv,40.46720,40.46720,40.46720,0.0,,closed
public_weight_eval,openmodeldb_2x_superultracompact_pretrain_stage_a_smoke4_lpips,,compact,compact,external_models/OpenModelDB_weights/CompactPretrain/2x-SuperUltraCompact-Pretrain.pth,experiments/router_metrics_20260510/openmodeldb_2x_superultracompact_pretrain_smoke4.csv,38.21594,38.21594,38.21594,0.0,,closed
public_weight_eval,openmodeldb_swinir_classical_df2k_stage_a_smoke4_lpips,,swinir,medium,external_models/OpenModelDB_weights/SwinIR/001_classicalSR_DF2K_s64w8_SwinIR-M_x2.pth,experiments/router_metrics_20260510/openmodeldb_swinir_classical_df2k_smoke4.csv,44.48555,44.48555,44.48555,0.0,,closed
public_weight_eval,openmodeldb_swinir_classical_div2k_stage_a_smoke4_lpips,,swinir,medium,external_models/OpenModelDB_weights/SwinIR/001_classicalSR_DIV2K_s48w8_SwinIR-M_x2.pth,experiments/router_metrics_20260510/openmodeldb_swinir_classical_div2k_smoke4.csv,44.10949,44.10949,44.10949,0.0,,closed
public_weight_eval,openmodeldb_swinir_lightweight_div2k_stage_a_smoke4_lpips,,swinir,lightweight,external_models/OpenModelDB_weights/SwinIR/002_lightweightSR_DIV2K_s64w8_SwinIR-S_x2.pth,experiments/router_metrics_20260510/openmodeldb_swinir_lightweight_div2k_smoke4.csv,43.96717,43.96717,43.96717,0.0,,closed
public_weight_eval,openmodeldb_srformerlight_div2k_stage_a_smoke4_lpips,,srformer,light,external_models/OpenModelDB_weights/SRFormerLight/SRFormerLight_SRx2_DIV2K.pth,experiments/router_metrics_20260510/openmodeldb_srformerlight_div2k_smoke4.csv,43.95802,43.95802,43.95802,0.0,,closed
public_weight_eval,openmodeldb_2x_aomr_mosr_stage_a_smoke4_lpips,,mosr,mosr,external_models/OpenModelDB_weights/2xAoMR_mosr.pth,experiments/router_metrics_20260510/openmodeldb_2x_aomr_mosr_smoke4.csv,38.48932,38.48932,38.48932,0.0,,closed
public_weight_eval,openmodeldb_2x_text2hd_realplksr_stage_a_smoke4_lpips,,plksr,realplksr,external_models/OpenModelDB_weights/2x_Text2HD_v1_RealPLKSR.pth,experiments/router_metrics_20260510/openmodeldb_2x_text2hd_realplksr_smoke4.csv,35.50631,35.50631,35.50631,0.0,,closed
public_weight_eval,openmodeldb_2x_vhs2hd_realplksr_stage_a_smoke4_lpips,,plksr,realplksr,external_models/OpenModelDB_weights/2xVHS2HD_RealPLKSR.pth,experiments/router_metrics_20260510/openmodeldb_2x_vhs2hd_realplksr_smoke4.csv,33.22828,33.22828,33.22828,0.0,,closed
public_weight_eval,openmodeldb_2x_aniscale2_ditn_stage_a_smoke4_lpips,,ditn,ditn,external_models/OpenModelDB_weights/2x_AniScale2_DITN_i16_75K.pth,experiments/router_metrics_20260510/openmodeldb_2x_aniscale2_ditn_smoke4.csv,17.75179,17.75179,17.75179,0.0,,closed
public_weight_eval,openmodeldb_realesrgan_x2plus_stage_a_smoke4_lpips,,esrgan,realesrgan,external_models/OpenModelDB_weights/RealESRGAN_x2plus.pth,experiments/router_metrics_20260510/openmodeldb_realesrgan_x2plus_smoke4.csv,36.94307,36.94307,36.94307,0.0,,closed
public_weight_eval,openmodeldb_bsrganx2_stage_a_smoke4_lpips,,esrgan,bsrgan,external_models/OpenModelDB_weights/BSRGANx2.pth,experiments/router_metrics_20260510/openmodeldb_bsrganx2_smoke4.csv,38.46127,38.46127,38.46127,0.0,,closed
public_weight_eval,openmodeldb_2x_spanx2_ch48_stage_a_smoke4_lpips,,span,pretrain,external_models/OpenModelDB_weights/2x-spanx2-ch48.pth,experiments/router_metrics_20260510/openmodeldb_2x_spanx2_ch48_smoke4.csv,43.75943,43.75943,43.75943,0.0,,closed
public_weight_eval,openmodeldb_realesrganv2_animevideo_xsx2_stage_a_smoke4_lpips,,compact,realesrganv2,external_models/OpenModelDB_weights/RealESRGANv2-animevideo-xsx2.pth,experiments/router_metrics_20260510/openmodeldb_realesrganv2_animevideo_xsx2_smoke4.csv,34.98867,34.98867,34.98867,0.0,,closed
public_weight_eval,hf_xenova_swin2sr_classical_x2_onnx_stage_a_smoke4_lpips,,onnx,swin2sr,external_models/HF_weights/Xenova_swin2sr_classical_x2/model.onnx,experiments/router_metrics_20260510/hf_xenova_swin2sr_classical_x2_onnx_smoke4.csv,44.41876,44.41876,44.41876,0.0,,closed
public_weight_eval,hf_xenova_swin2sr_lightweight_x2_onnx_stage_a_smoke4_lpips,,onnx,swin2sr_lightweight,external_models/HF_weights/Xenova_swin2sr_lightweight_x2/model.onnx,experiments/router_metrics_20260510/hf_xenova_swin2sr_lightweight_x2_onnx_smoke4.csv,44.13388,44.13388,44.13388,0.0,,closed
public_weight_eval,hf_thalisai_swin2sr_custom_x2_stage_a_smoke4_lpips,,swin2sr,custom,external_models/HF_weights/ThalisAI_swin2sr_upscaler_custom/swin2sr-custom-x2.safetensors,experiments/router_metrics_20260510/hf_thalisai_swin2sr_custom_x2_smoke4.csv,42.96835,42.96835,42.96835,0.0,,closed
public_weight_eval,hf_thalisai_swin2sr_div2k_x2_stage_a_smoke4_lpips,,swin2sr,div2k,external_models/HF_weights/ThalisAI_swin2sr_upscaler_custom/swin2sr-div2k-x2.safetensors,experiments/router_metrics_20260510/hf_thalisai_swin2sr_div2k_x2_smoke4.csv,43.16362,43.16362,43.16362,0.0,,closed
public_weight_eval,hf_amd_rcan_int8_nhwc_stage_a_smoke4_lpips,,onnx,rcan_int8,external_models/HF_weights/amd_rcan_int8_NHWC.onnx,experiments/router_metrics_20260510/hf_amd_rcan_int8_nhwc_smoke4.csv,39.31848,39.31848,39.31848,0.0,,closed
public_weight_eval,hf_amd_sesr_nchw_fp32_255_stage_a_smoke4_lpips,,onnx,sesr_fp32,external_models/HF_weights/amd_sesr_nchw_fp32.onnx,experiments/router_metrics_20260510/hf_amd_sesr_nchw_fp32_255_smoke4.csv,42.37068,42.37068,42.37068,0.0,,closed
legal_postprocess_smoke,hat_lr8e8_blend_cubic002_smoke4_lpips,,hat,l,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth,experiments/router_metrics_20260510/hat_lr8e8_blend_cubic_002_smoke4.csv,45.38694,45.39291,45.39291,0.00597,,closed
legal_ttt_smoke,hat_ttt_tail2_lr1e6_smoke4_lpips,,hat,l,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth,experiments/router_metrics_20260510/hat_ttt_tail2_lr1e6_smoke4.csv,45.38694,45.38664,45.38694,-0.00030,,closed
legal_ttt_smoke,hat_ttt_tail4_lr5e7_smoke4_lpips,,hat,l,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth,experiments/router_metrics_20260510/hat_ttt_tail4_lr5e7_smoke4.csv,45.38694,45.38663,45.38694,-0.00031,,closed
legal_ttt_smoke,hat_ttt_last4_lr1e6_smoke4_lpips,,hat,l,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth,experiments/router_metrics_20260510/hat_ttt_last4_lr1e6_smoke4.csv,45.38694,45.38706,45.38706,0.00012,,closed
legal_ttt_smoke,hat_ttt_tail4_lr1e6_blend002_smoke4_lpips,,hat,l,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth,experiments/router_metrics_20260510/hat_ttt_tail4_lr1e6_blend002_smoke4.csv,45.38694,45.39207,45.39207,0.00513,,closed
legal_tta_full120,hat_clean_tta_blend002_cubic_full120_lpips,,hat,l,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth,experiments/router_metrics_20260510/hat_clean_tta_blend002_cubic_full120.csv,41.64162,41.72045,41.72045,0.07883,,submitted
legal_tta_post_sweep,hat_clean_tta_cubic_blend0015_full120_lpips,,hat,l,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth,experiments/hat_post_sweep_20260510/clean_lr8e8_tta_full120_summary.csv,41.72045174304193,41.72060484291441,41.72060484291441,0.00015309987248,,archived
legal_tta_ensemble_smoke,hat_clean_nativeio_non_native_tta_ensemble_smoke4_lpips,,hat,l,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth+checkpoints_hat_l_official_p96_cont_limit1680_lr15e7_full120clean_avg/best_x2.pth,experiments/hat_post_sweep_20260510/clean_lr8e8_prev_non_native_tta_ensemble_smoke4_summary.csv,45.49442,45.51113178586343,45.51113178586343,0.01671178586343,,archived
legal_tta_ensemble_full120,hat_clean_nativeio_non_native_tta_ensemble_a065_cubic_b0015_full120_lpips,,hat,l,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth+checkpoints_hat_l_official_p96_cont_limit1680_lr15e7_full120clean_avg/best_x2.pth,experiments/hat_post_sweep_20260510/clean_lr8e8_prev_non_native_tta_ensemble_full120_summary.csv,41.72045174304193,41.72348867711936,41.72348867711936,0.00303693407743,,archived
legal_tta_ensemble_smoke,hat_checkpoint_diversity_best_smoke4_20260511_lpips,,hat,l,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth+checkpoints_hat_l_nativeio_official_cont_limit1024_lr2e7_full120clean_avg/best_x2.pth,experiments/hat_post_sweep_20260511/current_vs_p96_clean1024_tta_ensemble_smoke4_summary.csv,45.51113178586343,45.50985092910724,45.51113178586343,-0.00128085675619,,closed
legal_external_ensemble_smoke,hat_tta_swinir_df2k_external_smoke4_lpips,,hat+swinir,l+swinir,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth+external_models/OpenModelDB_weights/SwinIR/001_classicalSR_DF2K_s64w8_SwinIR-M_x2.pth,experiments/hat_external_ensemble_20260511/hat_tta_swinir_df2k_smoke4_summary.csv,45.49442395949329,45.49536500583987,45.49536500583987,0.00094104634658,,closed
legal_external_ensemble_smoke,hat_tta_onnx_hatsrx2_external_smoke4_lpips,,hat+onnx,l+hatsrx2,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth+external_models/ONNX_weights/HAT-SRx2/hat_srx2.onnx,experiments/hat_external_ensemble_20260511/hat_tta_onnx_hatsrx2_smoke4_summary.csv,45.49442395949329,45.49442395949329,45.49442395949329,0.0,,closed
public_weight_eval,hf_viperyx_rgt_x2_stage_a_smoke4_lpips,,rgt,rgt,external_models/RGT_weights/RGT_x2.pth,experiments/router_metrics_20260511/rgt_x2_hf_smoke4.csv,44.51695,44.51695,44.51695,0.0,,closed
public_weight_eval,hf_viperyx_rgt_s_x2_stage_a_smoke4_lpips,,rgt,s,external_models/RGT_weights/RGT_S_x2.pth,experiments/router_metrics_20260511/rgt_s_x2_hf_smoke4.csv,44.54903,44.54903,44.54903,0.0,,closed
legal_external_ensemble_smoke,hat_tta_rgt_s_external_smoke4_lpips,,hat+rgt,l+s,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth+external_models/RGT_weights/RGT_S_x2.pth,experiments/hat_external_ensemble_20260511/hat_tta_rgt_s_spandrel_smoke4_summary.csv,45.49442395949329,45.49791963649811,45.49791963649811,0.00349567700482,,closed
legal_external_ensemble_smoke,hat_tta_rgt_external_smoke4_lpips,,hat+rgt,l+rgt,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth+external_models/RGT_weights/RGT_x2.pth,experiments/hat_external_ensemble_20260511/hat_tta_rgt_spandrel_smoke4_summary.csv,45.49442395949329,45.49714448041979,45.49714448041979,0.00272052092650,,closed
public_weight_eval,hf_super_image_batch_best_drln_x2_stage_a_smoke4_lpips,,super_image,drln,eugenesiow/drln,experiments/router_metrics_20260511/hf_drln_x2_smoke4.csv,43.78541,43.78541,43.78541,0.0,,closed
legal_input_preprocess_smoke,hat_hat_input_gamma098_smoke4_lpips,,hat,l,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth+checkpoints_hat_l_official_p96_cont_limit1680_lr15e7_full120clean_avg/best_x2.pth,experiments/hat_input_sweep_20260511/gamma098_smoke4_summary.csv,45.51113178586343,42.78587378913683,45.51113178586343,-2.72525799672660,,closed
legal_phase_ensemble_smoke,hat_clean_phase5_smoke4_lpips,,hat,l,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth,experiments/hat_post_sweep_20260511/clean_lr8e8_phase5_smoke4_summary.csv,45.51113178586343,45.37382,45.51113178586343,-0.13731178586343,,closed
public_weight_eval,openmodeldb_extra_lexica_swinir_stage_a_smoke4_lpips,,swinir,lexica,external_models/OpenModelDB_weights/extra_20260511/2x_lexica_swinir.pth,experiments/router_metrics_20260511/openmodeldb_2x_lexica_swinir_smoke4.csv,42.39638,42.39638,42.39638,0.0,,closed
public_weight_eval,openmodeldb_extra_2x_esrgan_pretrain_stage_a_smoke4_lpips,,esrgan,pretrain,external_models/OpenModelDB_weights/extra_20260511/2x_esrgan_pretrain.pth,experiments/router_metrics_20260511/openmodeldb_2x_esrgan_pretrain_smoke4.csv,39.42583,39.42583,39.42583,0.0,,closed
public_weight_eval,openmodeldb_extra_lexica_rrdb_stage_a_smoke4_lpips,,esrgan,lexica_rrdb,external_models/OpenModelDB_weights/extra_20260511/2x_lexica_rrdb.pth,experiments/router_metrics_20260511/openmodeldb_2x_lexica_rrdb_smoke4.csv,41.87707,41.87707,41.87707,0.0,,closed
public_weight_eval,openmodeldb_extra_lexica_rrdb_sharp_stage_a_smoke4_lpips,,esrgan,lexica_rrdb_sharp,external_models/OpenModelDB_weights/extra_20260511/2x_lexica_rrdb_sharp.pth,experiments/router_metrics_20260511/openmodeldb_2x_lexica_rrdb_sharp_smoke4.csv,38.58298,38.58298,38.58298,0.0,,closed
public_weight_eval,craft_x2_official_stage_a_smoke4_lpips,,craft,official,external_models/CRAFT-SR/experiments/pretrained_models/pretrained_models/CRAFT_MODEL_X2.pth,experiments/router_metrics_20260511/craft_x2_official_smoke4.csv,43.88952,43.88952,43.88952,0.0,,closed
public_weight_eval,cat_a2_x2_official_stage_a_smoke4_lpips,,cat,a2,external_models/CAT_weights/CAT_A_2/SR_CAT_A_2_x2.pth,experiments/router_metrics_20260511/cat_a2_x2_official_smoke4_padfix.csv,44.57237,44.57237,44.57237,0.0,,closed
public_weight_eval,cat_a_x2_official_stage_a_smoke4_lpips,,cat,a,external_models/CAT_weights/CAT_A/SR_CAT_A_x2.pth,experiments/router_metrics_20260511/cat_a_x2_official_smoke4_padfix.csv,44.57894,44.57894,44.57894,0.0,,closed
public_weight_eval,cat_r_x2_official_stage_a_smoke4_lpips,,cat,r,external_models/CAT_weights/CAT_R/SR_CAT_R_x2.pth,experiments/router_metrics_20260511/cat_r_x2_official_smoke4.csv,44.50241,44.50241,44.50241,0.0,,closed
public_weight_eval,cat_r2_x2_official_stage_a_smoke4_lpips,,cat,r2,external_models/CAT_weights/CAT_R_2/SR_CAT_R_2_x2.pth,experiments/router_metrics_20260511/cat_r2_x2_official_smoke4.csv,44.50670,44.50670,44.50670,0.0,,closed
legal_external_ensemble_smoke,hat_tta_cat_a_external_smoke4_lpips,,hat+cat,l+a,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth+external_models/CAT_weights/CAT_A/SR_CAT_A_x2.pth,experiments/hat_external_ensemble_20260511/hat_tta_cat_a_smoke4_summary.csv,45.49442395949329,45.50183,45.51113178586343,0.00740604050671,,closed
legal_external_ensemble_smoke,hat_tta_cat_a2_external_smoke4_lpips,,hat+cat,l+a2,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth+external_models/CAT_weights/CAT_A_2/SR_CAT_A_2_x2.pth,experiments/hat_external_ensemble_20260511/hat_tta_cat_a2_smoke4_summary.csv,45.49442395949329,45.49995,45.51113178586343,0.00552604050671,,closed
public_weight_eval,omnisr_df2k_x2_official_stage_a_smoke4_lpips,,omnisr,df2k,external_models/OpenModelDB_weights/omnisr_20260511/OmniSR_DF2K_x2_extracted/OmniSR_X2_DF2K/checkpoints/epoch885_OmniSR.pth,experiments/router_metrics_20260511/omnisr_df2k_x2_official_smoke4.csv,43.72507,43.72507,43.72507,0.0,,closed
public_weight_eval,omnisr_div2k_x2_official_stage_a_smoke4_lpips,,omnisr,div2k,external_models/OpenModelDB_weights/omnisr_20260511/OmniSR_DIV2K_x2_extracted/OmniSR_X2_DIV2K/checkpoints/epoch896_OmniSR.pth,experiments/router_metrics_20260511/omnisr_div2k_x2_official_smoke4.csv,43.60434,43.60434,43.60434,0.0,,closed
public_weight_eval,grl_tiny_x2_official_stage_a_smoke4_lpips,,grl,tiny,external_models/GRL_weights/sr_grl_tiny_c3x2.ckpt,experiments/router_metrics_20260511/grl_tiny_x2_official_smoke4.csv,43.57378,43.57378,43.57378,0.0,,closed
public_weight_eval,grl_small_x2_official_stage_a_smoke4_lpips,,grl,small,external_models/GRL_weights/sr_grl_small_c3x2.ckpt,experiments/router_metrics_20260511/grl_small_x2_official_smoke4.csv,43.88553,43.88553,43.88553,0.0,,closed
public_weight_eval,grl_base_x2_official_stage_a_smoke4_lpips,,grl,base,external_models/GRL_weights/sr_grl_base_c3x2.ckpt,experiments/router_metrics_20260511/grl_base_x2_official_smoke4.csv,44.28306,44.28306,44.28306,0.0,,closed
public_weight_eval,torchsr_ninasr_b2_x2_stage_a_smoke4_lpips,,torchsr,ninasr_b2,torchsr:ninasr_b2,experiments/router_metrics_20260511/torchsr_ninasr_b2_x2_smoke4.csv,43.81458,43.81458,43.81458,0.0,,closed
public_weight_eval,torchsr_rcan_x2_stage_a_smoke4_lpips,,torchsr,rcan,torchsr:rcan,experiments/router_metrics_20260511/torchsr_rcan_x2_smoke4.csv,43.87868,43.87868,43.87868,0.0,,closed
public_weight_eval,torchsr_edsr_x2_stage_a_smoke4_lpips,,torchsr,edsr,torchsr:edsr,experiments/router_metrics_20260511/torchsr_edsr_x2_smoke4.csv,43.87123,43.87123,43.87123,0.0,,closed
public_weight_eval,swinfir_t_x2_official_stage_a_smoke4_lpips,,swinfir,t,external_models/SwinFIR/experiments/pretrained_models/SwinFIR-T_SRx2.pth,experiments/router_metrics_20260511/swinfir_t_x2_official_smoke4.csv,44.17709,44.17709,44.17709,0.0,,closed
public_weight_eval,swinfir_x2_official_stage_a_smoke4_lpips,,swinfir,base,external_models/SwinFIR/experiments/pretrained_models/SwinFIR_SRx2.pth,experiments/router_metrics_20260511/swinfir_x2_official_smoke4.csv,44.72439,44.72439,44.72439,0.0,,closed
public_weight_eval,hatfir_x2_official_stage_a_smoke4_lpips,,swinfir,hatfir,external_models/SwinFIR/experiments/pretrained_models/HATFIR_SRx2.pth,experiments/router_metrics_20260511/hatfir_x2_official_smoke4.csv,44.94415,44.94415,44.94415,0.0,,closed
legal_external_ensemble_smoke,hat_tta_hatfir_external_smoke4_lpips,,hat+hatfir,l+hatfir,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth+external_models/SwinFIR/experiments/pretrained_models/HATFIR_SRx2.pth,experiments/hat_external_ensemble_20260511/hat_tta_hatfir_smoke4_summary.csv,45.49442395949329,45.49817,45.51113178586343,0.00374604050671,,closed
public_weight_eval,man_tiny_x2_official_stage_a_smoke4_lpips,,man,tiny,external_models/MAN_weights/MAN-Tiny-x2.pth,experiments/router_metrics_20260511/man_tiny_x2_official_smoke4.csv,43.64204,43.64204,43.64204,0.0,,closed
public_weight_eval,man_light_x2_official_stage_a_smoke4_lpips,,man,light,external_models/MAN_weights/MAN-light/MAN-Light-x2.pth,experiments/router_metrics_20260511/man_light_x2_official_smoke4.csv,44.03555,44.03555,44.03555,0.0,,closed
public_weight_eval,man_base_x2_official_stage_a_smoke4_lpips,,man,base,external_models/MAN_weights/MAN-base/MANx2_DF2K.pth,experiments/router_metrics_20260511/man_base_x2_official_smoke4.csv,44.28076,44.28076,44.28076,0.0,,closed
legal_tta_ensemble_smoke,hat_clean_trainall_tta_ensemble_smoke4_lpips,,hat+hat,l+l,checkpoints_hat_l_nativeio_official_cont_limit1680_lr8e8_full120clean_avg/best_x2.pth+checkpoints_hat_l_nativeio_official_trainall1800_lr8e8_p96_avg/best_x2.pth,experiments/hat_post_sweep_20260511/clean_vs_trainall_tta_ensemble_smoke4_summary.csv,45.49442395949329,45.495011854607284,45.51113178586343,0.000587895113994,,closed
