route,weight_cur,weight_prev,weight_sst,interp,blend_interp,sharpen_amount,sharpen_radius,clip_mode,psnr,ssim,edge,lpips,proxy,metrics_csv
wcur0p45_wprev0p175_wsst0p375_raw,0.45,0.175,0.375,,0.0,0.0,1.0,hard,33.983763138931515,0.9980051855246226,0.977501380443573,0.045729057888578,41.83533889718924,experiments/hat_hat_sstxlarge_dflip_tta_full120_grid025_20260512/wcur0p45_wprev0p175_wsst0p375_raw.csv
wcur0p475_wprev0p15_wsst0p375_raw,0.475,0.15,0.375,,0.0,0.0,1.0,hard,33.983647671722466,0.9980048631628354,0.9775015781323115,0.045727973332395776,41.83522406029931,experiments/hat_hat_sstxlarge_dflip_tta_full120_grid025_20260512/wcur0p475_wprev0p15_wsst0p375_raw.csv
wcur0p5_wprev0p125_wsst0p375_raw,0.5,0.125,0.375,,0.0,0.0,1.0,hard,33.983504915637276,0.9980043649673462,0.9775017460187276,0.045726670936952964,41.835081255604905,experiments/hat_hat_sstxlarge_dflip_tta_full120_grid025_20260512/wcur0p5_wprev0p125_wsst0p375_raw.csv
wcur0p525_wprev0p1_wsst0p375_raw,0.525,0.1,0.375,,0.0,0.0,1.0,hard,33.983334950074756,0.9980036129554113,0.9775018632411957,0.04572530042739042,41.834909753434836,experiments/hat_hat_sstxlarge_dflip_tta_full120_grid025_20260512/wcur0p525_wprev0p1_wsst0p375_raw.csv
wcur0p55_wprev0p075_wsst0p375_raw,0.55,0.075,0.375,,0.0,0.0,1.0,hard,33.983137686564255,0.9980026409029961,0.9775019417206446,0.04572425804896436,41.83470889932559,experiments/hat_hat_sstxlarge_dflip_tta_full120_grid025_20260512/wcur0p55_wprev0p075_wsst0p375_raw.csv
wcur0p3_wprev0p1_wsst0p6_raw,0.3,0.1,0.6,,0.0,0.0,1.0,hard,33.981345135849516,0.9980066041151683,0.9775511508186658,0.045784276540992624,41.832918509095876,experiments/hat_hat_sstxlarge_dflip_tta_full120_grid025_20260512/wcur0p3_wprev0p1_wsst0p6_raw.csv
wcur0p35_wprev0p05_wsst0p6_raw,0.35,0.05,0.6,,0.0,0.0,1.0,hard,33.98105530883658,0.9980056087176005,0.9775511840979259,0.04578387745229217,41.832623574433455,experiments/hat_hat_sstxlarge_dflip_tta_full120_grid025_20260512/wcur0p35_wprev0p05_wsst0p6_raw.csv
wcur0p45_wprev0p2_wsst0p35_raw,0.45,0.2,0.35,,0.0,0.0,1.0,hard,33.98073353188488,0.9980040540297827,0.9774798795580864,0.045717672182945535,41.832282270813856,experiments/hat_hat_sstxlarge_dflip_tta_full120_grid025_20260512/wcur0p45_wprev0p2_wsst0p35_raw.csv
wcur0p5_wprev0p15_wsst0p35_raw,0.5,0.15,0.35,,0.0,0.0,1.0,hard,33.98051511817309,0.9980033819874128,0.9774803524216016,0.04571495355970304,41.83206620782136,experiments/hat_hat_sstxlarge_dflip_tta_full120_grid025_20260512/wcur0p5_wprev0p15_wsst0p35_raw.csv
wcur0p525_wprev0p125_wsst0p35_raw,0.525,0.125,0.35,,0.0,0.0,1.0,hard,33.98036518099391,0.9980027978618939,0.9774805292487144,0.045714057477501534,41.8319149117077,experiments/hat_hat_sstxlarge_dflip_tta_full120_grid025_20260512/wcur0p525_wprev0p125_wsst0p35_raw.csv
wcur0p55_wprev0p1_wsst0p35_raw,0.55,0.1,0.35,,0.0,0.0,1.0,hard,33.98018792449993,0.9980019345879555,0.9774806449810663,0.04571315434150165,41.83173451330679,experiments/hat_hat_sstxlarge_dflip_tta_full120_grid025_20260512/wcur0p55_wprev0p1_wsst0p35_raw.csv
