route,weight_hat_a,weight_hat_b,weight_mamba,weight_atd,interp,blend_interp,sharpen_amount,sharpen_radius,clip_mode,mamba_mix_mode,mamba_residual_sigma,mamba_gray_mode,tone_gamma,tone_gain,tone_bias,psnr,ssim,edge,lpips,proxy,metrics_csv
wa0p375_wb0p35_wm0p275_raw,0.375,0.35,0.275,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.34783054412661,0.9981271907687187,0.9804132148623467,0.039447765663499015,43.21852458713661,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p375_wb0p35_wm0p275_raw.csv
wa0p425_wb0p425_wm0p15_raw,0.425,0.425,0.15,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.34674606292968,0.9981342345476151,0.980407141149044,0.03894213578896597,43.21848148093553,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p425_wb0p425_wm0p15_raw.csv
wa0p35_wb0p375_wm0p275_raw,0.35,0.375,0.275,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.34759321048782,0.9981279507279396,0.9804124176502228,0.039449136197799814,43.218287477760306,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p35_wb0p375_wm0p275_raw.csv
wa0p4_wb0p45_wm0p15_raw,0.4,0.45,0.15,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.34655051626149,0.9981341317296029,0.9804062739014625,0.0389434156822972,43.21828102307743,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p4_wb0p45_wm0p15_raw.csv
wa0p325_wb0p4_wm0p275_raw,0.325,0.4,0.275,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.34732104067631,0.9981284022331238,0.9804115906357765,0.03945117025286891,43.218012294840875,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p325_wb0p4_wm0p275_raw.csv
wa0p3_wb0p425_wm0p275_raw,0.3,0.425,0.275,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.347014132232125,0.9981287434697151,0.9804107159376144,0.039451756438938904,43.21770451204777,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p3_wb0p425_wm0p275_raw.csv
wa0p275_wb0p45_wm0p275_raw,0.275,0.45,0.275,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.34667271249252,0.998128779232502,0.9804098293185234,0.03945391199085861,43.217357222542866,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p275_wb0p45_wm0p275_raw.csv
wa0p45_wb0p25_wm0p3_raw,0.45,0.25,0.3,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.3462741253805,0.9981197282671929,0.980408301949501,0.03954168767668307,43.2167257235293,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p45_wb0p25_wm0p3_raw.csv
wa0p425_wb0p275_wm0p3_raw,0.425,0.275,0.3,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.346146826871816,0.9981210395693779,0.9804077059030533,0.03954434980405495,43.216599776486085,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p425_wb0p275_wm0p3_raw.csv
wa0p4_wb0p3_wm0p3_raw,0.4,0.3,0.3,,,0.0,0.0,1.0,hard,blend,0.0,,,,,35.34598466990191,0.9981222927570343,0.9804070651531219,0.03954545152373612,43.21644165370289,experiments/router_metrics_20260512/hat_hat_mambairv2l_dflip_probe40_wide/wa0p4_wb0p3_wm0p3_raw.csv
